5'_gene,3'_gene,5'_transcript,3'_transcript,5'_strand,3'_strand,exon_gene_source,exon_number,exon_chr,exon_start,exon_end
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'5 gene,1,9,131394086,131394263
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,5,9,130609954,130609987
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,6,9,130612456,130612505
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,7,9,130612956,130613027
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,8,9,130614288,130614345
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,9,9,130616355,130616517
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,10,9,130617797,130617895
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,11,9,130620354,130620458
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,12,9,130622708,130622810
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,13,9,130623611,130623711
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,14,9,130626364,130626505
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,15,9,130630628,130630788
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,16,9,130631557,130631630
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,17,9,130631942,130632022
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,18,9,130632202,130632278
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,19,9,130634667,130634738
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,20,9,130635999,130636126
PRRC2B,FUBP3,ENST00000683519,ENST00000650723,+,+,'3 gene,21,9,130637014,130638342
PRRC2B,FUBP3,ENST00000683519,ENST00000465949,+,+,'5 gene,1,9,131394086,131394263
PRRC2B,FUBP3,ENST00000683519,ENST00000465949,+,+,'3 gene,3,9,130609954,130609987
PRRC2B,FUBP3,ENST00000683519,ENST00000465949,+,+,'3 gene,4,9,130612456,130612505
PRRC2B,FUBP3,ENST00000683519,ENST00000465949,+,+,'3 gene,5,9,130612956,130613022
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'5 gene,1,9,131394093,131394263
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,3,9,130609954,130609987
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,4,9,130612456,130612505
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,5,9,130612956,130613027
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,6,9,130614288,130614345
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,7,9,130616355,130616517
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,8,9,130617797,130617895
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,9,9,130620354,130620458
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,10,9,130622708,130622810
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,11,9,130623611,130623711
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,12,9,130626364,130626505
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,13,9,130630628,130630788
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,14,9,130631557,130631630
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,15,9,130631942,130632022
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,16,9,130632202,130632278
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,17,9,130634667,130634738
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,18,9,130635999,130636126
PRRC2B,FUBP3,ENST00000682501,ENST00000319725,+,+,'3 gene,19,9,130637014,130638352
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'5 gene,1,9,131394093,131394263
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,5,9,130609954,130609987
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,6,9,130612456,130612505
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,7,9,130612956,130613027
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,8,9,130614288,130614345
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,9,9,130616355,130616517
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,10,9,130617797,130617895
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,11,9,130620354,130620458
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,12,9,130622708,130622810
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,13,9,130623611,130623711
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,14,9,130626364,130626505
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,15,9,130630628,130630788
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,16,9,130631557,130631630
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,17,9,130631942,130632022
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,18,9,130632202,130632278
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,19,9,130634667,130634738
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,20,9,130635999,130636126
PRRC2B,FUBP3,ENST00000682501,ENST00000650723,+,+,'3 gene,21,9,130637014,130638342
PRRC2B,FUBP3,ENST00000682501,ENST00000465949,+,+,'5 gene,1,9,131394093,131394263
PRRC2B,FUBP3,ENST00000682501,ENST00000465949,+,+,'3 gene,3,9,130609954,130609987
PRRC2B,FUBP3,ENST00000682501,ENST00000465949,+,+,'3 gene,4,9,130612456,130612505
PRRC2B,FUBP3,ENST00000682501,ENST00000465949,+,+,'3 gene,5,9,130612956,130613022
