5'_gene,3'_gene,5'_transcript,3'_transcript,5'_strand,3'_strand,exon_gene_source,exon_number,exon_chr,exon_start,exon_end
RPL17,RPL17P12,ENST00000583036,ENST00000413391,-,+,'5 gene,4,18,49491405,49491445
RPL17,RPL17P12,ENST00000583036,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000615760,ENST00000413391,-,+,'5 gene,1,18,49492275,49492428
RPL17,RPL17P12,ENST00000615760,ENST00000413391,-,+,'5 gene,2,18,49491746,49491833
RPL17,RPL17P12,ENST00000615760,ENST00000413391,-,+,'5 gene,3,18,49491532,49491584
RPL17,RPL17P12,ENST00000615760,ENST00000413391,-,+,'5 gene,4,18,49491405,49491445
RPL17,RPL17P12,ENST00000615760,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000580387,ENST00000413391,-,+,'5 gene,1,18,49492258,49492433
RPL17,RPL17P12,ENST00000580387,ENST00000413391,-,+,'5 gene,2,18,49491532,49491833
RPL17,RPL17P12,ENST00000580387,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000580387,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000615479,ENST00000413391,-,+,'5 gene,1,18,49492275,49492305
RPL17,RPL17P12,ENST00000615479,ENST00000413391,-,+,'5 gene,2,18,49491532,49491833
RPL17,RPL17P12,ENST00000615479,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000615479,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000578528,ENST00000413391,-,+,'5 gene,1,18,49492131,49492430
RPL17,RPL17P12,ENST00000578528,ENST00000413391,-,+,'5 gene,2,18,49491532,49491584
RPL17,RPL17P12,ENST00000578528,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000578528,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000579495,ENST00000413391,-,+,'5 gene,1,18,49492258,49492450
RPL17,RPL17P12,ENST00000579495,ENST00000413391,-,+,'5 gene,2,18,49491405,49491584
RPL17,RPL17P12,ENST00000579495,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000582782,ENST00000413391,-,+,'5 gene,1,18,49492458,49492485
RPL17,RPL17P12,ENST00000582782,ENST00000413391,-,+,'5 gene,2,18,49491532,49491584
RPL17,RPL17P12,ENST00000582782,ENST00000413391,-,+,'5 gene,3,18,49491405,49491445
RPL17,RPL17P12,ENST00000582782,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000578966,ENST00000413391,-,+,'5 gene,1,18,49492458,49492485
RPL17,RPL17P12,ENST00000578966,ENST00000413391,-,+,'5 gene,2,18,49491405,49491584
RPL17,RPL17P12,ENST00000578966,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
RPL17,RPL17P12,ENST00000581305,ENST00000413391,-,+,'5 gene,1,18,49492458,49492479
RPL17,RPL17P12,ENST00000581305,ENST00000413391,-,+,'5 gene,2,18,49491405,49491833
RPL17,RPL17P12,ENST00000581305,ENST00000413391,-,+,'3 gene,1,2,146194373,146194821
