5'_gene,3'_gene,5'_transcript,3'_transcript,5'_strand,3'_strand,exon_gene_source,exon_number,exon_chr,exon_start,exon_end
PDIA5,,ENST00000489923,ENST00000651958,+,+,'5 gene,4,3,123102411,123102494
PDIA5,,ENST00000489923,ENST00000651958,+,+,'5 gene,5,3,123102751,123102796
PDIA5,,ENST00000489923,ENST00000651958,+,+,'5 gene,6,3,123106749,123106841
PDIA5,,ENST00000489923,ENST00000651958,+,+,'5 gene,7,3,123110944,123111004
PDIA5,,ENST00000489923,ENST00000651958,+,+,'5 gene,8,3,123116231,123116298
PDIA5,,ENST00000489923,ENST00000651958,+,+,'5 gene,9,3,123124066,123124157
PDIA5,,ENST00000489923,ENST00000651958,+,+,'5 gene,10,3,123124272,123124343
PDIA5,,ENST00000489923,ENST00000651958,+,+,'3 gene,3,21,8405960,8406056
PDIA5,,ENST00000489923,ENST00000651958,+,+,'3 gene,4,21,8406184,8406481
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,1,3,123067062,123067206
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,2,3,123089168,123089294
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,3,3,123092355,123092442
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,4,3,123102411,123102494
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,5,3,123102751,123102796
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,6,3,123106749,123106841
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,7,3,123110944,123111004
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,8,3,123116231,123116298
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,9,3,123124066,123124157
PDIA5,,ENST00000489923,ENST00000652379,+,+,'5 gene,10,3,123124272,123124343
PDIA5,,ENST00000489923,ENST00000652379,+,+,'3 gene,3,21,8450147,8450243
PDIA5,,ENST00000489923,ENST00000652379,+,+,'3 gene,4,21,8450371,8450668
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,1,3,123067025,123067206
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,2,3,123089168,123089294
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,3,3,123092355,123092442
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,4,3,123102411,123102494
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,5,3,123102751,123102796
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,6,3,123106749,123106841
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,7,3,123110944,123111004
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,8,3,123116231,123116298
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,9,3,123124066,123124157
PDIA5,,ENST00000316218,ENST00000623860,+,+,'5 gene,10,3,123124272,123124343
PDIA5,,ENST00000316218,ENST00000623860,+,+,'3 gene,3,21,8405960,8406056
PDIA5,,ENST00000316218,ENST00000623860,+,+,'3 gene,4,21,8406184,8407184
PDIA5,,ENST00000316218,ENST00000623860,+,+,'3 gene,5,21,8407346,8407437
PDIA5,,ENST00000316218,ENST00000623860,+,+,'3 gene,6,21,8409173,8409390
PDIA5,,ENST00000316218,ENST00000623860,+,+,'3 gene,7,21,8410179,8410645
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,1,3,123067025,123067206
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,2,3,123089168,123089294
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,3,3,123092355,123092442
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,4,3,123102411,123102494
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,5,3,123102751,123102796
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,6,3,123106749,123106841
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,7,3,123110944,123111004
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,8,3,123116231,123116298
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,9,3,123124066,123124157
PDIA5,,ENST00000316218,ENST00000651813,+,+,'5 gene,10,3,123124272,123124343
PDIA5,,ENST00000316218,ENST00000651813,+,+,'3 gene,3,21,8450147,8450243
PDIA5,,ENST00000316218,ENST00000651813,+,+,'3 gene,4,21,8450371,8451371
PDIA5,,ENST00000316218,ENST00000651813,+,+,'3 gene,5,21,8451533,8451624
PDIA5,,ENST00000316218,ENST00000651813,+,+,'3 gene,6,21,8453320,8453537
PDIA5,,ENST00000316218,ENST00000651813,+,+,'3 gene,7,21,8454326,8454792
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,1,3,123067025,123067206
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,2,3,123089168,123089294
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,3,3,123092355,123092442
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,4,3,123102411,123102494
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,5,3,123102751,123102796
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,6,3,123106749,123106841
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,7,3,123110944,123111004
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,8,3,123116231,123116298
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,9,3,123124066,123124157
PDIA5,,ENST00000316218,ENST00000651958,+,+,'5 gene,10,3,123124272,123124343
PDIA5,,ENST00000316218,ENST00000651958,+,+,'3 gene,3,21,8405960,8406056
PDIA5,,ENST00000316218,ENST00000651958,+,+,'3 gene,4,21,8406184,8406481
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,1,3,123067025,123067206
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,2,3,123089168,123089294
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,3,3,123092355,123092442
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,4,3,123102411,123102494
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,5,3,123102751,123102796
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,6,3,123106749,123106841
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,7,3,123110944,123111004
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,8,3,123116231,123116298
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,9,3,123124066,123124157
PDIA5,,ENST00000316218,ENST00000652379,+,+,'5 gene,10,3,123124272,123124343
PDIA5,,ENST00000316218,ENST00000652379,+,+,'3 gene,3,21,8450147,8450243
PDIA5,,ENST00000316218,ENST00000652379,+,+,'3 gene,4,21,8450371,8450668
PDIA5,,ENST00000472319,ENST00000623860,+,+,'5 gene,1,3,123124066,123124157
PDIA5,,ENST00000472319,ENST00000623860,+,+,'5 gene,2,3,123124272,123124343
PDIA5,,ENST00000472319,ENST00000623860,+,+,'3 gene,3,21,8405960,8406056
PDIA5,,ENST00000472319,ENST00000623860,+,+,'3 gene,4,21,8406184,8407184
PDIA5,,ENST00000472319,ENST00000623860,+,+,'3 gene,5,21,8407346,8407437
PDIA5,,ENST00000472319,ENST00000623860,+,+,'3 gene,6,21,8409173,8409390
PDIA5,,ENST00000472319,ENST00000623860,+,+,'3 gene,7,21,8410179,8410645
PDIA5,,ENST00000472319,ENST00000651813,+,+,'5 gene,1,3,123124066,123124157
PDIA5,,ENST00000472319,ENST00000651813,+,+,'5 gene,2,3,123124272,123124343
PDIA5,,ENST00000472319,ENST00000651813,+,+,'3 gene,3,21,8450147,8450243
PDIA5,,ENST00000472319,ENST00000651813,+,+,'3 gene,4,21,8450371,8451371
PDIA5,,ENST00000472319,ENST00000651813,+,+,'3 gene,5,21,8451533,8451624
PDIA5,,ENST00000472319,ENST00000651813,+,+,'3 gene,6,21,8453320,8453537
PDIA5,,ENST00000472319,ENST00000651813,+,+,'3 gene,7,21,8454326,8454792
PDIA5,,ENST00000472319,ENST00000651958,+,+,'5 gene,1,3,123124066,123124157
PDIA5,,ENST00000472319,ENST00000651958,+,+,'5 gene,2,3,123124272,123124343
PDIA5,,ENST00000472319,ENST00000651958,+,+,'3 gene,3,21,8405960,8406056
PDIA5,,ENST00000472319,ENST00000651958,+,+,'3 gene,4,21,8406184,8406481
PDIA5,,ENST00000472319,ENST00000652379,+,+,'5 gene,1,3,123124066,123124157
PDIA5,,ENST00000472319,ENST00000652379,+,+,'5 gene,2,3,123124272,123124343
PDIA5,,ENST00000472319,ENST00000652379,+,+,'3 gene,3,21,8450147,8450243
PDIA5,,ENST00000472319,ENST00000652379,+,+,'3 gene,4,21,8450371,8450668
